Sl No,Accident_Index,Date,Day_of_Week,Time_of_Accident,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Nature_of_Accident_B1,Nature_of_Accident_B2,Nature_of_Accident_B3,Accident_Severity_C,Classification_of_Accident_C1,Classification_of_Accident_C2,Classification_of_Accident_C3,Causes_D1,Causes_D2,Causes_D3,Causes_D4,Causes_D5,Road_Feature_E,Road_Condition_F,Intersection_Type_G,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Vehicle_Type_Involved_J_V3,Vehicle_Type_Involved_J_V4,Number_of_Vehicles,Number_of_Casualties_Fatel,Number_of_Casualties_GrievousInjury,Number_of_Casualties_MinorInjury,Number_of_Casualties_NotInjured,Number_of_Casualties,Remarks
206,201400095,41745,3,08:10,2,187.7,LHS,2,,,3,3,,,2,,,,,2,1,2,9,5,5,,,2,,,1,,1,
207,201400096,41745,3,10:45,2,185.8,LHS,3,,,3,3,,,2,,,,,2,1,2,9,6,,,,1,,,1,,1,
208,201400097,41745,3,09:15,2,240.8,LHS,2,,,4,4,,,2,,,,,2,4,1,3,5,2,,,2,,,,1,0,
209,201400098,41745,3,10:15,2,234.1,LHS,2,,,3,3,,,2,,,,,2,4,1,9,6,6,,,2,,,2,,2,
210,201400099,41746,4,04:00,2,231.8,RHS,6,,,3,3,,,2,,,,,2,4,3,9,6,,,,1,,,1,,1,
211,201400100,41747,5,10:30,2,215.8,RHS,2,,,3,3,,,2,,,,,2,1,1,10,11,,,,1,,,1,,1,
212,201400101,41747,5,03:50,2,231.8,LHS,6,,,3,3,,,2,,,,,2,1,3,10,6,,,,1,,,1,,1,
213,201400102,41746,4,04:45,2,192.4,RHS,3,,,3,3,,,2,,,,,2,4,3,9,1,,,,1,,,6,,6,
214,201400103,41749,7,02:25,2,237.1,RHS,6,,,3,3,,,2,,,,,2,4,3,10,6,,,,1,,,2,,2,
215,201400104,41751,2,11:50,2,194.1,RHS,6,,,3,3,,,2,,,,,2,1,1,10,6,,,,1,,,2,,2,
216,201400105,41751,2,08:00,2,239.2,LHS,2,,,3,3,,,2,,,,,2,4,1,9,1,,,,1,,,1,,1,
217,201400106,41753,4,07:10,2,178.6,LHS,6,,,3,3,,,2,,,,,2,4,3,10,1,,,,1,,,1,,1,
218,201400107,41753,4,01:30,2,176.8,RHS,3,,,3,3,,,3,,,,,2,1,3,9,1,7,,,2,,,2,,2,
219,201400108,41754,5,03:00,2,173.2,RHS,2,,,1,2,1,,3,,,,,2,1,2,10,14,6,,,2,1,1,,,2,
220,201400109,41754,5,02:00,2,217.6,RHS,3,,,3,3,,,3,,,,,2,4,1,9,5,5,,,2,,,1,,1,
221,201400110,41754,5,02:40,2,218.2,RHS,2,,,3,3,,,2,,,,,2,1,3,10,1,6,,,2,,,1,,1,
222,201400111,41754,5,05:30,2,211.6,RHS,6,,,4,4,,,2,,,,,2,4,3,10,5,,,,1,,,,1,0,
223,201400112,41755,6,02:45,2,215.5,LHS,3,,,3,3,,,2,,,,,2,1,2,9,3,5,,,2,,,8,,8,
224,201400113,41755,6,06:30,2,215,RHS,2,,,3,3,,,3,,,,,2,4,3,10,10,10,,,2,,,1,,1,
225,201400114,41756,7,08:45,2,232.6,LHS,6,,,3,3,,,3,,,,,2,4,3,10,6,,,,1,,,1,,1,
226,201400115,41756,7,04:25,2,232.6,LHS,6,,,3,3,,,3,,,,,2,4,3,10,2,,,,1,,,10,,10,
227,201400116,41760,4,06:00,2,173.1,LHS,2,,,3,3,,,2,,,,,2,1,2,9,1,6,,,2,,,2,,2,
228,201400117,41760,4,04:30,2,226.8,LHS,3,,,3,3,,,2,,,,,2,4,2,9,1,5,,,2,,,4,,4,
229,201400118,41761,5,10:35,2,229,RHS,3,,,3,3,,,3,,,,,2,1,1,10,7,6,,,2,,,1,,1,
230,201400119,41762,6,08:00,2,241.6,LHS,2,,,3,3,,,2,,,,,2,4,1,7,6,7,,,2,,,2,,2,
231,201400120,41763,7,10:15,2,214.8,RHS,2,,,3,3,,,2,,,,,2,4,1,9,5,6,,,2,,,1,,1,
232,201400121,41766,3,10:20,2,227,LHS,8,,,3,3,,,3,,,,,2,1,1,10,1,,,,1,,,2,,2,
233,201400122,41767,4,10:25,2,213.8,LHS,3,,,4,4,,,3,,,,,2,1,1,7,3,1,,,2,,,,1,0,
234,201400123,41769,6,09:15,2,227.8,RHS,2,,,3,3,,,2,,,,,2,4,2,10,6,12,,,2,,,1,,1,
235,201400124,41769,6,06:20,2,235,LHS,2,,,1,1,2,,2,,,,,2,1,2,10,6,6,,,2,1,1,,,2,
236,201400125,41772,2,06:10,2,230.6,LHS,6,,,3,3,,,2,,,,,2,1,2,9,6,,,,1,,,1,,1,
237,201400126,41773,3,08:10,2,171.4,RHS,6,,,4,4,,,2,,,,,2,1,2,10,1,,,,1,,,,1,0,
238,201400127,41773,3,09:40,2,173.4,LHS,3,,,1,1,,,2,,,,,2,4,2,9,5,,,,1,1,,,,1,
239,201400128,41774,4,04:35,2,193.8,RHS,3,,,3,3,,,2,,,,,2,3,2,7,3,,,,1,,,1,,1,
240,201400129,41776,6,09:10,2,221.2,RHS,3,,,4,4,,,2,,,,,2,1,1,10,1,,,,1,,,,1,0,
242,201400131,41778,1,06:30,2,227,LHS,3,,,1,1,3,,2,,,,,2,2,1,10,1,1,,,2,2,3,5,,10,
243,201400132,41779,2,01:05,2,250.4,RHS,2,,,4,4,,,3,,,,,2,1,1,7,5,1,,,2,,,,1,0,
244,201400133,41791,7,04:28,2,185.2,LHS,3,,,3,3,,,2,,,,,2,4,4,10,6,6,,,2,,,3,,3,
245,201400134,41791,7,04:30,2,207,RHS,2,,,3,3,,,2,,,,,2,4,3,10,3,5,,,2,,,4,,4,
246,201400135,41794,3,03:40,2,191.6,RHS,8,,,4,4,,,2,,,,,2,2,4,9,3,,,,1,,,,1,0,
247,201400136,41794,3,05:35,2,211.5,RHS,2,,,3,3,,,2,,,,,2,4,3,12,6,1,,,2,,,1,,1,
248,201400137,41797,6,10:05,2,215.3,LHS,8,,,4,4,,,3,,,,,2,4,2,9,1,,,,1,,,,1,0,
249,201400138,41798,7,12:25,2,187.8,LHS,3,,,3,3,,,2,,,,,2,2,1,10,5,1,,,2,,,2,,2,
250,201400139,41798,7,05:20,2,225.1,RHS,2,,,3,3,,,2,,,,,2,4,2,9,5,1,,,2,,,1,,1,
251,201400140,41800,2,09:15,2,168.5,LHS,2,,,3,3,,,3,,,,,2,2,3,10,2,1,,,2,,,1,,1,
252,201400141,41800,2,11:05,2,215.7,LHS,2,,,1,1,,,2,,,,,2,4,1,9,5,6,,,2,1,,,,1,
253,201400142,41800,2,03:45,2,236.5,RHS,3,,,3,3,,,2,,,,,2,4,2,10,5,1,,,2,,,2,,2,
254,201400143,41802,4,04:50,2,241.8,RHS,3,,,4,4,,,2,,,,,2,2,3,10,14,6,,,2,,,,1,0,
255,201400144,41803,5,11:20,2,183.2,RHS,6,,,3,3,,,3,,,,,2,4,2,10,6,,,,1,,,3,,3,
256,201400145,41804,6,07:45,2,182.6,LHS,6,,,3,3,,,2,,,,,2,2,3,9,6,,,,1,,,2,,2,
257,201400146,41804,6,08:30,2,186.6,LHS,2,,,3,3,,,3,,,,,2,4,2,9,5,6,,,2,,,2,,2,
258,201400147,41804,6,04:40,2,215.4,LHS,2,,,3,3,,,2,,,,,2,2,3,10,5,5,,,2,,,1,,1,
259,201400148,41805,7,12:25,2,218.1,RHS,3,,,4,3,,,2,,,,,2,2,2,9,1,6,,,2,,,,1,0,
260,201400149,41807,2,12:15,2,242.5,LHS,2,,,3,3,,,2,,,,,2,2,2,10,5,1,,,2,,,1,,1,
261,201400150,41808,3,08:30,2,240,LHS,6,,,3,3,,,3,,,,,2,2,2,8,6,,,,1,,,1,,1,
262,201400151,41809,4,11:30,2,245.6,RHS,3,,,3,3,,,3,,,,,2,2,10,2,5,5,,,2,,,1,,1,
263,201400152,41810,5,04:30,2,170,LHS,3,,,3,3,,,2,,,,,2,2,2,9,6,1,,,2,,,1,,1,
264,201400153,41810,5,05:30,2,234.05,RHS,3,,,3,3,,,2,,,,,2,2,2,10,6,5,,,2,,,2,,2,
265,201400154,41811,6,08:32,2,173.8,LHS,3,,,1,1,,,2,,,,,2,2,2,10,6,1,,,2,1,,,,1,
266,201400155,41812,7,10:20,2,236.85,LHS,6,,,4,4,,,3,,,,,2,2,2,9,5,,,,1,,,,1,0,
267,201400156,41813,1,12:40,2,204.9,RHS,6,,,4,4,,,3,,,,,2,2,2,9,5,,,,1,,,,1,0,
268,201400157,41813,1,09:10,2,206,RHS,6,,,4,4,,,3,,,,,2,2,2,10,5,,,,1,,,,1,0,
269,201400158,41815,3,05:05,2,250.15,RHS,6,,,4,4,,,3,,,,,2,2,2,9,5,,,,1,,,,1,0,
270,201400159,41816,4,12:45,2,215,LHS,3,,,3,3,,,2,,,,,2,2,2,10,1,5,,,2,,,3,,3,
271,201400160,41817,5,01:30,2,230.2,RHS,3,,,3,3,,,3,,,,,2,4,3,10,1,6,,,2,,,2,,2,
272,201400161,41817,5,10:30,2,214.2,LHS,3,,,4,4,,,3,,,,,2,4,2,8,1,5,,,2,,,,1,0,
274,201400163,41818,6,01:00,2,151,RHS,3,,,1,1,,,2,,,,,2,4,2,9,11,,,,1,1,,,,1,
275,201400164,41818,6,06:15,2,201.7,LHS,6,,,4,4,,,3,,,,,2,4,2,10,11,,,,1,,,,1,0,
277,201400166,41819,7,02:30,2,163.2,LHS ,3,,,4,4,,,2,,,,,2,2,2,9,2,,,,1,,,,1,0,
279,201400168,41819,7,03:25,2,154.1,RHS,3,,,3,3,,,2,,,,,2,2,2,8,11,,,,1,,,2,,2,
280,201400169,41819,7,03:15,2,220,RHS,4,,,4,4,,,2,,,,,2,2,2,10,4,1,,,2,,,,1,0,
281,201400170,41819,7,07:20,2,212.7,RHS,6,,,2,2,,,2,,,,,2,2,2,9,11,,,,1,,2,,,2,
282,201400171,41820,1,07:20,2,219.8,RHS,2,,,2,2,,,2,,,,,2,2,2,10,5,6,,,2,,3,,1,3,
283,201400172,41822,3,13:40,2,156,RHS,3,,,4,4,,,3,,,,,2,4,3,1,1,,,,1,,,,1,0,
284,201400173,41823,4,22:00,2,229,LHS,2,,,3,3,,,4,,,,,2,2,4,8,1,,,,1,,,1,,1,
285,201400174,41825,6,02:30,2,183.6,RHS,6,,,2,2,3,,3,,,,,2,1,2,10,1,5,,,2,,2,4,,6,
286,201400175,41826,7,00:05,2,226.35,RHS,1,,,1,1,,,3,,,,,2,4,2,10,1,1,,,2,1,,,,1,
287,201400176,41827,1,01:50,2,220,LHS,6,,,4,4,,,2,,,,,2,1,2,2,6,6,,,2,,,,1,0,
288,201400177,41829,3,17:35,2,177,RHS,6,,,3,3,,,2,,,,,2,4,3,8,3,,,,1,,,2,,2,
289,201400178,41830,4,22:35,2,233.1,RHS,6,,,3,3,,,3,,,,,2,4,3,7,5,,,,1,,,1,,1,
290,201400179,41832,6,20:30,2,178.2,LHS,4,,,3,3,,,4,,,,,2,2,4,8,5,,,,1,,,2,,2,
291,201400180,41833,7,17:15,2,155.4,LHS,3,,,3,3,,,3,,,,,2,2,4,9,6,,,,1,,,2,,2,
292,201400181,41835,2,14:00,2,244.6,RHS,6,,,3,3,,,4,,,,,2,4,1,7,1,,,,1,,,2,,2,
293,201400182,41836,3,04:40,2,222.5,LHS,3,,,1,1,2,3,4,,,,,2,4,2,10,1,6,,,2,1,2,1,,4,
294,201400183,41837,4,18:50,2,223.2,LHS,2,,,3,3,,,1,,,,,2,4,2,8,1,6,,,2,,,2,,2,
295,201400184,41838,5,20:10,2,221.6,LHS,6,,,3,3,,,1,,,,,2,4,2,6,3,,,,1,,,2,,2,
296,201400185,41839,6,05:30,2,185.7,LHS,3,,,3,1,3,,2,,,,,2,2,2,10,1,3,,,2,1,,2,,3,
297,201400186,41840,7,13:00,2,230.2,LHS,3,,,3,3,,,4,,,,,2,1,2,1,1,6,,,2,,,1,,1,
298,201400187,41841,1,22:55,2,220.8,LHS,6,,,3,3,,,2,,,,,2,1,1,8,6,,,,1,,,1,,1,
299,201400188,41843,3,22:30,2,219.4,LHS,6,,,4,4,,,2,,,,,2,1,1,8,1,6,,,2,,,,1,0,
300,201400189,41844,4,15:40,2,236.5,RHS,2,,,3,3,,,4,,,,,2,4,3,1,1,6,,,2,,,1,,1,
301,201400190,41846,6,21:10,2,219,RHS,3,,,3,3,,,1,,,,,2,1,2,9,6,,,,1,,,1,,1,
302,201400191,41848,1,01:30,2,243.9,RHS,4,,,4,4,,,4,,,,,2,4,1,1,1,,,,1,,,,1,0,
303,201400192,41849,2,12:30,2,178.5,RHS,5,,,2,2,,,4,,,,,2,4,3,10,3,5,,,2,,1,,,1,
304,201400193,41850,3,15:45,2,177.8,LHS,3,,,3,3,,,2,,,,,2,4,3,8,5,6,,,2,,,1,,1,
305,201400194,41851,4,18:50,2,222.4,RHS,3,,,2,2,,,2,,,,,2,2,4,10,5,,,,1,,1,,,1,
306,201400195,41858,4,05:30,2,199.2,RHS,3,,,4,4,,,3,,,,,2,4,4,1,11,6,,,2,,,,1,0,
307,201400196,41860,6,00:45,2,190,RHS,8,,,2,2,,,1,,,,,2,4,4,10,6,6,,,2,,1,,,1,
308,201400197,41860,6,14:10,2,241.5,LHS,3,,,4,4,,,3,,,,,2,2,3,1,1,1,,,2,,,,1,0,
309,201400198,41861,7,10:50,2,173,RHS,1,,,3,2,3,,2,,,,,2,4,1,10,5,1,,,2,,,3,,3,
310,201400199,41862,1,05:30,2,189.3,RHS,3,,,3,3,,,4,,,,,2,4,1,2,9,5,,,2,,,2,,2,
311,201400200,41865,4,13:45,2,164.5,RHS,3,,,3,3,,,3,,,,,1,4,9,10,5,6,,,2,,,5,,5,
312,201400201,41870,2,00:30,2,151.5,RHS,2,,,2,2,,,4,,,,,2,4,9,9,5,6,,,2,,1,,,1,
313,201400202,41871,3,14:00,2,179.6,LHS,2,,,1,1,,,4,,,,,2,4,9,10,3,6,,,2,2,,,,2,
314,201400203,41871,3,19:10,2,187.5,LHS,1,,,2,2,,,3,,,,,2,4,9,1,14,1,1,,3,,1,,,1,
315,201400204,41871,3,18:20,2,224.6,RHS,2,,,2,2,,,3,,,,,2,4,4,9,7,1,,,2,,2,,,2,
316,201400205,41871,3,19:20,2,238,RHS,1,,,3,3,,,3,,,,,2,4,9,1,5,6,,,2,,,1,,1,
317,201400206,41872,4,21:40,2,152.3,RHS,1,,,3,3,,,2,,,,,2,4,9,1,1,,,,1,,,1,,1,
318,201400207,41873,5,13:30,2,156.8,RHS,1,,,2,2,,,2,,,,,2,4,9,1,1,6,,,2,,1,,,1,
319,201400208,41873,5,17:40,2,180.4,RHS,3,,,3,3,,,2,,,,,2,4,9,1,6,,,,1,,,1,,1,
320,201400209,41873,5,18:25,2,181.8,RHS,3,,,2,2,,,2,,,,,2,4,1,9,5,,,,1,,1,,,1,
321,201400210,41875,7,14:55,2,229.8,RHS,2,,,3,3,,,3,,,,,2,4,9,1,1,,,,1,,,1,,1,
322,201400211,41877,2,20:05,2,178.1,RHS,8,,,3,3,,,1,,,,,2,2,1,8,8,5,,,2,,,1,,1,
323,201400212,41877,2,09:30,2,223.8,LHS,3,,,1,1,,,3,,,,,2,4,5,10,5,6,,,2,1,,,,1,
324,201400213,41879,4,09:45,2,151.4,LHS,2,,,4,4,,,4,,,,,2,4,3,1,7,12,,,2,,,,1,0,
325,201400214,41880,5,02:15,2,160,RHS,6,,,3,3,,,3,,,,,2,3,5,9,9,5,,,2,,,1,,1,
326,201400215,41880,5,10:51,2,152.2,RHS,6,,,3,3,,,2,,,,,2,2,8,12,5,6,,,2,,,1,,1,
327,201400216,41882,7,12:00,2,181.2,LHS,3,,,4,4,,,2,,,,,2,4,7,12,5,2,,,2,,,,1,0,
328,201400217,41887,5,13:25,2,182.2,LHS,3,,,2,2,,,3,,,,,2,2,3,1,5,,,,1,,1,,,1,
329,201400218,41888,6,22:00,2,179.4,RHS,8,,,2,2,,,2,,,,,2,4,4,4,14,,,,1,,1,,,1,
330,201400219,41888,6,23:00,2,225.2,RHS,1,,,4,4,,,2,,,,,2,4,2,10,1,1,,,2,,,,1,0,
331,201400220,41888,6,12:00,2,232,RHS,5,,,4,4,,,4,,,,,2,4,3,10,5,6,,,2,,,,1,0,
332,201400221,41889,7,20:10,2,183.7,LHS,2,,,2,2,,,1,,,,,2,4,2,8,9,5,,,2,,1,,,1,
333,201400222,41891,2,10:15,2,167.3,LHS,3,,,3,3,,,4,,,,,2,1,3,4,5,,,,1,,,2,,2,
334,201400223,41891,2,17:30,2,157.7,RHS,1,,,3,3,,,2,,,,,2,4,2,1,5,1,,,2,,,2,,2,
335,201400224,41892,3,11:15,2,201.6,RHS,3,,,2,2,,,3,,,,,2,2,1,3,1,6,,,2,,1,,,1,
336,201400225,41892,3,18:55,2,151.6,LHS,5,,,2,2,,,2,,,,,2,3,5,1,14,6,,,2,,2,,,2,
337,201400226,41893,4,08:20,2,235,LHS,1,,,1,1,,,1,,,,,2,1,3,3,1,6,,,2,1,,,,1,
338,201400227,41893,4,13:40,2,240,RHS,5,,,3,2,,,3,,,,,2,4,3,10,1,6,,,2,,,1,,1,
339,201400228,41895,6,14:45,2,221.2,LHS,5,,,2,2,,,1,,,,,2,1,2,1,3,14,,,2,,2,,,2,
340,201400229,41900,4,08:20,2,204,RHS,1,,,4,4,,,1,,,,,2,3,1,3,6,,,,1,,,,1,0,
341,201400230,41900,4,11:45,2,200,RHS,3,,,2,2,,,2,,,,,2,5,1,2,1,1,,,2,,1,,,1,
342,201400231,41900,4,13:25,2,214.5,LHS,1,,,2,2,,,3,,,,,2,3,5,10,5,14,,,2,,1,,,1,
343,201400232,41900,4,14:25,2,171.9,LHS,3,,,2,2,,,1,,,,,2,1,3,3,6,,,,1,,2,,,2,
344,201400233,41901,5,02:30,2,230.2,LHS,1,,,2,2,,,3,,,,,2,3,4,3,5,1,,,2,,2,,,2,
345,201400234,41901,5,18:30,2,170,LHS,3,,,2,2,,,4,,,,,2,4,1,10,1,5,,,2,,1,,,1,
346,201400235,41905,2,17:30,2,152.3,RHS,1,,,3,3,,,2,,,,,2,3,1,1,6,5,,,2,,,2,,2,
347,201400236,41905,2,19:30,2,207.6,LHS,2,,,4,4,,,1,,,,,2,1,5,12,1,5,,,2,,,,1,0,
348,201400237,41906,3,15:45,2,193.35,RHS,1,,,3,3,,,2,,,,,2,1,3,2,1,5,,,2,,,1,,1,
349,201400238,41908,5,19:55,2,150.6,LHS,3,,,3,3,,,2,,,,,2,4,2,3,5,,,,1,,,1,,1,
350,201400239,41908,5,14:45,2,218,RHS,1,,,3,3,,,3,,,,,2,2,3,10,6,6,,,2,,,1,,1,
351,201400240,41909,6,14:40,2,173.8,LHS,3,,,3,2,,,1,,,,,2,1,3,3,1,,,,1,,,1,,1,
352,201400241,41915,5,11:00,2,223.2,RHS,2,,,3,3,,,4,,,,,2,2,3,1,14,14,,,2,,,2,,2,
353,201400242,41917,7,09:30,2,203,LHS,3,,,3,3,,,2,,,,,2,3,2,3,5,5,,,2,,,2,,2,
354,201400243,41917,7,21:20,2,203,LHS,6,,,4,4,,,3,,,,,2,4,4,2,6,5,,,2,,,,1,0,
355,201400244,41917,7,19:15,2,218.4,LHS,3,,,3,3,,,1,,,,,2,4,5,1,6,6,,,2,,,1,,1,
356,201400245,41918,1,21:35,2,238.25,RHS,1,,,4,4,,,2,,,,,2,3,1,3,14,3,,,2,,,,1,0,
357,201400246,41925,1,21:30,2,204,RHS,3,,,3,3,,,2,,,,,2,3,2,3,6,,,,1,,,1,,1,
358,201400247,41928,4,17:10,2,210.8,RHS,1,,,4,4,,,3,,,,,2,2,2,1,9,5,,,2,,,,1,0,
359,201400248,41928,4,19:31,2,220.4,RHS,3,,,1,1,,,1,,,,,2,4,5,1,5,,,,1,1,,,,1,
360,201400249,41928,4,23:45,2,246,LHS,3,,,3,3,,,4,,,,,2,2,3,3,14,5,,,2,,,2,,2,
361,201400250,41930,6,04:43,2,231,LHS,3,,,1,1,2,,4,,,,,2,1,2,3,2,1,,,2,2,1,,,3,
362,201400251,41933,2,05:40,2,168.4,LHS,3,,,1,1,,,3,,,,,2,4,9,11,9,11,,,2,1,,,,1,
363,201400252,41933,2,08:15,2,217,RHS,1,,,4,4,,,4,,,,,2,3,1,3,11,6,,,2,,,,1,0,
364,201400253,41933,2,09:35,2,242,LHS,1,,,4,4,,,4,,,,,2,1,3,2,1,5,,,2,,,,1,0,
365,201400254,41934,3,15:03,2,193.6,RHS,1,,,3,3,,,2,,,,,2,3,5,3,9,11,,,2,,,1,,1,
366,201400255,41935,4,06:30,2,196.6,LHS,3,,,3,3,,,2,,,,,2,4,9,12,14,,,,1,,,4,,4,
367,201400256,41650,6,16:20,2,195.65,RHS,3,,,4,4,,,2,,,,,4,1,9,11,14,,,,1,,,,1,0,
368,201400257,41770,7,14:40,2,176.8,RHS,3,,,2,2,,,3,,,,,4,4,1,3,1,11,,,2,,2,,,2,
369,201400258,41770,7,22:10,2,210.4,LHS,8,,,3,3,,,4,,,,,4,3,3,3,5,5,,,2,,,1,,1,
370,201400259,41831,5,10:25,2,216.5,RHS,1,,,3,3,,,1,,,,,4,2,2,2,5,5,,,2,,,1,,1,
371,201400260,41893,4,05:00,2,204,RHS,5,,,3,3,,,1,,,,,4,4,9,11,6,1,,,2,,,2,,2,
372,201400261,41893,4,21:45,2,180,LHS,1,,,3,3,,,4,,,,,4,2,4,1,5,,,,1,,,1,,1,
373,201400262,41923,6,19:30,2,243.6,LHS,5,,,3,3,,,1,,,,,4,2,2,2,6,,,,1,,,1,,1,
374,201400263,41954,2,20:55,2,187.8,LHS,1,,,3,3,,,2,,,,,4,3,3,1,6,,,,1,,,1,,1,
375,201400264,41958,6,18:54,2,173.6,RHS,8,,,2,2,,,3,,,,,4,4,9,2,6,,,,1,,1,,,1,
376,201400265,41958,6,22:15,2,241.6,LHS,3,,,3,3,,,3,,,,,4,2,2,2,6,,,,1,,,2,,2,
377,201400266,41960,1,08:30,2,171,LHS,2,,,1,1,,,4,,,,,4,1,9,3,5,6,,,2,1,,,,1,
378,201400267,41961,2,08:40,2,185.4,LHS,3,,,2,2,,,2,,,,,4,4,1,3,9,11,,,2,,1,,,1,
379,201400268,41961,2,13:30,2,188.2,LHS,8,,,1,1,,,3,,,,,4,4,9,2,5,7,,,2,1,,,,1,
380,201400269,41962,3,18:15,2,183.7,LHS,1,,,3,3,,,2,,,,,4,3,2,2,6,7,,,2,,,2,,2,
381,201400270,41962,3,20:30,2,186.8,LHS,3,,,1,1,,,2,,,,,4,1,4,1,6,11,,,2,2,,,,2,
382,201400271,41963,4,12:30,2,178.7,LHS,8,,,2,2,,,4,,,,,4,4,9,2,9,14,,,2,,2,,,2,
383,201400272,41964,5,04:03,2,187.6,LHS,3,,,3,3,,,3,,,,,4,2,4,11,1,,,,1,,,1,,1,
384,201400273,41965,6,01:20,2,197.4,RHS,1,,,4,4,,,3,,,,,4,3,2,11,10,6,,,2,,,,1,0,
385,201400274,41965,6,12:30,2,232.3,LHS,3,,,3,3,,,4,,,,,4,1,9,2,9,11,,,2,,,1,,1,
386,201400275,41966,7,11:35,2,236.5,RHS,1,,,4,4,,,4,,,,,4,2,3,1,5,14,,,2,,,,1,0,
387,201400276,41969,3,13:25,2,188,LHS,3,,,3,3,,,4,,,,,4,4,9,2,2,,,,1,,,1,,1,
388,201400277,41969,3,10:25,2,197.05,RHS,3,,,3,3,,,4,,,,,4,2,2,2,6,1,,,2,,,1,,1,
389,201400278,41971,5,17:45,2,198.6,LHS,1,,,4,4,,,2,,,,,4,3,9,3,1,,,,1,,,,1,0,
390,201400279,41972,6,12:15,2,208.1,LHS,3,,,3,3,,,2,,,,,4,1,3,1,3,14,,,2,,,2,,2,
391,201400280,41973,7,14:45,2,214,LHS,2,,,1,1,,,2,,,,,4,4,9,11,1,5,,,2,1,,,,1,
392,201400281,41973,7,09:05,2,187.6,LHS,3,,,3,3,,,3,,,,,4,2,2,3,5,,,,1,,,2,,2,
393,201500001,42005,4,19:55,2,167.5,RHS,3,,,1,1,3,,1,,,,,4,1,1,2,5,6,,,2,1,,1,,2,
394,201500002,42006,5,18:50,2,238.2,LHS,3,,,3,3,,,3,,,,,4,2,3,1,6,11,,,2,,,1,,1,
395,201500003,42007,6,20:05,2,177.3,RHS,1,,,3,3,,,2,,,,,4,4,4,3,5,1,,,2,,,2,,2,
396,201500004,42008,7,23:15,2,183.6,RHS,3,,,2,2,,,3,,,,,4,3,1,3,6,11,,,2,,1,,,1,
397,201500005,42009,1,19:15,2,152.5,RHS,3,,,2,2,,,3,,,,,4,2,2,2,6,9,,,2,,1,,,1,
398,201500006,42010,2,15:10,2,189.65,RHS,1,,,3,3,,,2,,,,,4,1,5,1,1,,,,1,,,1,,1,
399,201500007,42010,2,18:55,2,179,RHS,1,,,3,3,,,2,,,,,4,3,1,2,6,11,,,2,,,1,,1,
400,201500008,42014,6,16:20,2,180,RHS,1,,,3,3,,,2,,,,,4,4,3,1,6,1,,,2,,,2,,2,
401,201500009,42016,1,16:30,2,176,RHS,3,,,4,4,,,4,,,,,4,4,4,2,6,,,,1,,,,1,0,
402,201500010,42016,1,17:30,2,210.8,RHS,3,,,2,2,,,3,,,,,4,8,1,2,6,,,,1,,2,,,2,
403,201500011,42016,1,21:30,2,226,RHS,3,,,3,3,,,2,,,,,4,1,4,1,6,,,,1,,,1,,1,
404,201500012,42019,4,17:40,2,218,RHS,1,,,3,3,,,2,,,,,4,7,2,1,1,11,,,2,,,1,,1,
405,201500013,42021,6,20:15,2,156.5,LHS,1,,,3,3,,,4,,,,,4,3,1,2,6,1,,,2,,,1,,1,
406,201500014,42022,7,01:30,2,168.8,RHS,1,,,3,3,,,4,,,,,2,3,3,3,1,6,,,2,,,2,,2,
407,201500015,42022,7,13:20,2,173.1,LHS,3,,,2,2,,,2,,,,,4,2,1,2,6,,,,1,,1,,,1,
408,201500016,42022,7,20:40,2,220,LHS,2,,,3,3,,,4,,,,,4,1,2,1,1,,,,1,,,3,,3,
409,201500017,42025,3,18:30,2,238.1,RHS,1,,,3,3,,,2,,,,,4,6,4,2,1,,,,1,,,2,,2,
410,201500018,42028,6,20:30,2,152.4,RHS,1,,,3,3,,,2,,,,,4,2,3,1,1,6,,,2,,,2,,2,
411,201500019,42030,1,15:30,2,193.9,RHS,3,,,4,4,,,3,,,,,4,7,2,1,6,6,,,2,,,,1,0,
412,201500020,42030,1,21:15,2,152.1,RHS,3,,,1,1,,,2,,,,,4,2,4,2,6,,,,1,1,,,,1,
413,201500021,42030,1,09:00,2,224.9,RHS,1,,,1,1,,,2,,,,,4,3,3,1,6,11,,,2,1,,2,,3,
414,201500022,42032,3,13:15,2,180.3,RHS,1,,,2,2,,,2,,,,,4,5,1,2,1,1,,,2,,2,,,2,
415,201500023,42032,3,17:15,2,160,RHS,3,,,4,4,,,4,,,,,4,1,2,4,5,10,,,2,,,,2,0,
416,201500024,42032,3,18:05,2,166.6,LHS,1,,,3,3,,,2,,,,,2,2,5,3,1,,,,1,,,1,,1,
417,201500025,42032,3,06:45,2,235,RHS,2,,,3,3,,,3,,,,,4,6,4,1,6,6,,,2,,,1,,1,
418,201500026,42032,3,20:00,2,242,RHS,3,,,3,3,,,4,,,,,4,4,3,2,3,5,,,2,,,1,,1,
419,201500027,42035,6,13:05,2,189.3,RHS,5,,,1,1,,,3,,,,,4,3,4,3,6,6,,,2,1,,,,1,
420,201500028,42035,6,20:40,2,168.9,RHS,1,,,2,2,3,,1,,,,,2,2,4,1,1,6,,,2,,1,1,,2,
